label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
H,0.6400645971298218,0.511073887348175,2.2927451936993748e-07,0.5895866751670837,0.4258849322795868,0.013719731941819191,0.5183953046798706,0.39151957631111145,0.006688653025776148,0.46199753880500793,0.40880802273750305,-0.00471761729568243,0.4280000627040863,0.450975626707077,-0.018723417073488235,0.48915261030197144,0.35751762986183167,-0.026381082832813263,0.3837529718875885,0.36430996656417847,-0.0455462671816349,0.32818397879600525,0.3728856146335602,-0.05557670444250107,0.28397828340530396,0.3831426501274109,-0.060060348361730576,0.48508256673812866,0.4121223986148834,-0.045125771313905716,0.37196916341781616,0.4133971929550171,-0.061255231499671936,0.3078998923301697,0.4177956283092499,-0.06691572070121765,0.25699013471603394,0.4242551922798157,-0.07063442468643188,0.4878956973552704,0.47566720843315125,-0.05978153645992279,0.39015817642211914,0.4872502386569977,-0.07282735407352448,0.41568759083747864,0.4921780526638031,-0.06000453978776932,0.4459366500377655,0.492922306060791,-0.047257911413908005,0.49564072489738464,0.5406738519668579,-0.07317090779542923,0.41988906264305115,0.5359933376312256,-0.07848875969648361,0.4360847771167755,0.5315028429031372,-0.06096315383911133,0.45905327796936035,0.5284609794616699,-0.04492482170462608
H,0.637184202671051,0.5149518847465515,2.4794314867904177e-07,0.5885175466537476,0.4297269880771637,0.011551878415048122,0.5173594951629639,0.3933666944503784,0.003689308650791645,0.4576207399368286,0.41039544343948364,-0.008133085444569588,0.420621395111084,0.4517342150211334,-0.022329170256853104,0.4855186939239502,0.35718488693237305,-0.028150105848908424,0.3779592514038086,0.36445310711860657,-0.04835794121026993,0.3213249444961548,0.3722783029079437,-0.05875079706311226,0.2761858105659485,0.3820604085922241,-0.0632799044251442,0.48106828331947327,0.413656622171402,-0.04625985026359558,0.36595669388771057,0.414684921503067,-0.06407848000526428,0.29966726899147034,0.4185395836830139,-0.07051242142915726,0.24735309183597565,0.4246726930141449,-0.07436845451593399,0.48344314098358154,0.4794662296772003,-0.06051189452409744,0.3830602169036865,0.48683294653892517,-0.0753805935382843,0.40503427386283875,0.49172699451446533,-0.06298454105854034,0.4339609742164612,0.4940502643585205,-0.04979044571518898,0.4903337359428406,0.5474033355712891,-0.07364198565483093,0.4105297327041626,0.5371921062469482,-0.08029069751501083,0.4213883578777313,0.5317724943161011,-0.06356959044933319,0.4406419098377228,0.5290751457214355,-0.047633614391088486
H,0.6352388858795166,0.5194223523139954,2.6011917952928343e-07,0.5870295763015747,0.4349913001060486,0.010066468268632889,0.5140129923820496,0.39745041728019714,0.0019445305224508047,0.45421022176742554,0.4143945574760437,-0.010111604817211628,0.41834887862205505,0.4567413032054901,-0.024537742137908936,0.48010706901550293,0.3603995144367218,-0.027875123545527458,0.3722432553768158,0.3683602809906006,-0.048553887754678726,0.31533852219581604,0.37540021538734436,-0.05940399318933487,0.26957961916923523,0.384365051984787,-0.06432563066482544,0.4763363003730774,0.4167627692222595,-0.04610295221209526,0.35997748374938965,0.41769659519195557,-0.06483492255210876,0.2927851974964142,0.4203394949436188,-0.07191646099090576,0.23968103528022766,0.4264064133167267,-0.07599658519029617,0.4801246225833893,0.4830918312072754,-0.0607624426484108,0.3808455467224121,0.4903160631656647,-0.07796326279640198,0.4039403200149536,0.49590885639190674,-0.06669194251298904,0.43376287817955017,0.49962732195854187,-0.05345628783106804,0.488368421792984,0.5521748661994934,-0.07433532178401947,0.40901562571525574,0.5417352318763733,-0.08264534175395966,0.42189323902130127,0.537019670009613,-0.06623096764087677,0.4432886242866516,0.5359540581703186,-0.05016310140490532
H,0.6325877904891968,0.5249999165534973,2.675929806628119e-07,0.5825526714324951,0.43814775347709656,0.011367348954081535,0.5092398524284363,0.401123046875,0.0029876374173909426,0.4501345157623291,0.42006370425224304,-0.009399184957146645,0.4143543243408203,0.464093953371048,-0.024471359327435493,0.47710880637168884,0.3644523024559021,-0.029784368351101875,0.3678693175315857,0.37148845195770264,-0.05105900019407272,0.3100920617580414,0.3784288763999939,-0.06231531500816345,0.26292121410369873,0.3875521123409271,-0.06747368723154068,0.4730144441127777,0.4229058623313904,-0.04863779991865158,0.35515040159225464,0.4221135675907135,-0.06744670122861862,0.2873135209083557,0.4236734211444855,-0.07440423220396042,0.23395492136478424,0.42943620681762695,-0.07848633825778961,0.4763385057449341,0.4901716113090515,-0.06355024874210358,0.37460392713546753,0.49611759185791016,-0.07999219745397568,0.3970657289028168,0.49890464544296265,-0.06819728761911392,0.42694786190986633,0.5012698173522949,-0.054981447756290436,0.48428815603256226,0.5590864419937134,-0.07724912464618683,0.40407314896583557,0.5466511249542236,-0.08508771657943726,0.41811779141426086,0.5393273830413818,-0.06789068132638931,0.4412051737308502,0.5365328788757324,-0.05130980908870697
H,0.6281822323799133,0.5283768773078918,2.545898780681455e-07,0.579103946685791,0.4409727454185486,0.011324513703584671,0.5065858960151672,0.4027497470378876,0.0027730113361030817,0.44435590505599976,0.42086389660835266,-0.009470377117395401,0.40552929043769836,0.4633730351924896,-0.024290701374411583,0.47392958402633667,0.36772650480270386,-0.03161098062992096,0.3629152774810791,0.3771498203277588,-0.05367838963866234,0.30534589290618896,0.38663986325263977,-0.06499136239290237,0.25868603587150574,0.39700621366500854,-0.06991150975227356,0.4706369638442993,0.4265628159046173,-0.04992200806736946,0.3494161367416382,0.42604923248291016,-0.06922034919261932,0.28127026557922363,0.4282917380332947,-0.07524894922971725,0.22731147706508636,0.43364137411117554,-0.07845666259527206,0.47385063767433167,0.49432462453842163,-0.06427489221096039,0.36828818917274475,0.4984533190727234,-0.08083359152078629,0.38795149326324463,0.5014405250549316,-0.06789764761924744,0.4161241054534912,0.5034101009368896,-0.053666409105062485,0.4814028739929199,0.564024031162262,-0.07739845663309097,0.3977656364440918,0.5493019223213196,-0.08472549170255661,0.40561553835868835,0.5395961403846741,-0.06728239357471466,0.42320770025253296,0.534519612789154,-0.05053461715579033
H,0.6270723938941956,0.5306771397590637,2.593900774172653e-07,0.5779947638511658,0.4425852298736572,0.011129388585686684,0.5040618181228638,0.40659695863723755,0.0024389876052737236,0.44189944863319397,0.42710164189338684,-0.010043480433523655,0.4047185778617859,0.47056809067726135,-0.025013776496052742,0.47265079617500305,0.3690793514251709,-0.0312860906124115,0.3599417209625244,0.3804110288619995,-0.053877752274274826,0.3013790249824524,0.39135879278182983,-0.06585908681154251,0.25425928831100464,0.40298235416412354,-0.07133495062589645,0.46976611018180847,0.4287002682685852,-0.05009068176150322,0.347835510969162,0.4289608895778656,-0.06992869824171066,0.27854830026626587,0.43192481994628906,-0.07702385634183884,0.22401033341884613,0.43767812848091125,-0.08102473616600037,0.4731525778770447,0.4973512589931488,-0.06498246639966965,0.3697963058948517,0.5036992430686951,-0.08220725506544113,0.3932790160179138,0.5064886808395386,-0.06918946653604507,0.42350834608078003,0.5072380900382996,-0.05481303483247757,0.48084452748298645,0.5671972632408142,-0.07869061827659607,0.3993263244628906,0.5547503232955933,-0.08638444542884827,0.41566312313079834,0.5485886931419373,-0.06760526448488235,0.4402448534965515,0.5464967489242554,-0.049820877611637115
H,0.625312089920044,0.5331331491470337,2.576651922936435e-07,0.5769988298416138,0.4449869990348816,0.01045280322432518,0.5023154616355896,0.40833553671836853,0.0014154243981465697,0.43884819746017456,0.428586483001709,-0.011209282092750072,0.40144410729408264,0.47238776087760925,-0.026316402480006218,0.47025266289711,0.37019041180610657,-0.032553449273109436,0.3573623597621918,0.38235902786254883,-0.05492587387561798,0.298980176448822,0.39302346110343933,-0.0665987953543663,0.2517508864402771,0.4040531814098358,-0.07190237939357758,0.46857160329818726,0.4299567937850952,-0.05120260268449783,0.3451747000217438,0.4316510856151581,-0.07083375751972198,0.2752355933189392,0.4340744614601135,-0.07790442556142807,0.22038739919662476,0.43910425901412964,-0.08204694092273712,0.4726646840572357,0.4988687336444855,-0.06585657596588135,0.3685126006603241,0.5055403113365173,-0.0834321454167366,0.392731636762619,0.508453369140625,-0.07056832313537598,0.42353367805480957,0.5096062421798706,-0.05625702068209648,0.48039868474006653,0.5691027641296387,-0.07928347587585449,0.3976491689682007,0.5572932362556458,-0.08756662160158157,0.41585418581962585,0.5522043704986572,-0.06871334463357925,0.44226592779159546,0.5515702366828918,-0.05079198628664017
H,0.6248375177383423,0.5347989201545715,2.720274210332718e-07,0.57612544298172,0.44706234335899353,0.011382154189050198,0.502413272857666,0.4102124571800232,0.002299435203894973,0.440913587808609,0.43081676959991455,-0.010752230882644653,0.40565574169158936,0.4762452244758606,-0.026414167135953903,0.46894359588623047,0.3717234134674072,-0.03217668458819389,0.35539448261260986,0.3849312365055084,-0.054666027426719666,0.2969903349876404,0.3953023850917816,-0.06636659055948257,0.24977241456508636,0.40548816323280334,-0.07183269411325455,0.4673899710178375,0.4316202998161316,-0.05176610127091408,0.3432368040084839,0.4325605034828186,-0.07253746688365936,0.2727551758289337,0.4343385100364685,-0.08025939017534256,0.2178579419851303,0.43846365809440613,-0.08461056649684906,0.4716334342956543,0.5011054277420044,-0.06723688542842865,0.3683305084705353,0.508262574672699,-0.08541898429393768,0.39318546652793884,0.5123007893562317,-0.07212311029434204,0.42399895191192627,0.5129377245903015,-0.05722576752305031,0.47990086674690247,0.5718005299568176,-0.081433966755867,0.39621418714523315,0.5601057410240173,-0.08935193717479706,0.4157714545726776,0.556429386138916,-0.06939134746789932,0.4431728422641754,0.5561850666999817,-0.05064691975712776
H,0.6251354813575745,0.5356179475784302,2.812807053942379e-07,0.57564777135849,0.4477795958518982,0.01204777229577303,0.5020349025726318,0.4120749235153198,0.0031794686801731586,0.4411654472351074,0.43522539734840393,-0.010034263134002686,0.4068613052368164,0.4825119972229004,-0.02579539455473423,0.46731871366500854,0.37229782342910767,-0.029897410422563553,0.3543749153614044,0.38662174344062805,-0.05192539840936661,0.295968234539032,0.3969297409057617,-0.06350739300251007,0.24875269830226898,0.4064452052116394,-0.06918571889400482,0.4653952419757843,0.4318295419216156,-0.05011136829853058,0.3411681056022644,0.4347303807735443,-0.07093191146850586,0.27055156230926514,0.4363436996936798,-0.07941452413797379,0.21592488884925842,0.43936052918434143,-0.08438659459352493,0.46988391876220703,0.5013388395309448,-0.0661952942609787,0.3678421676158905,0.5109781622886658,-0.08418336510658264,0.3943965435028076,0.5164034366607666,-0.07070887833833694,0.42536455392837524,0.5166743397712708,-0.055779650807380676,0.4790416359901428,0.572048008441925,-0.08103641122579575,0.3965981900691986,0.5635215044021606,-0.08854428678750992,0.4173333942890167,0.560954213142395,-0.0682048350572586,0.4447214603424072,0.5605472326278687,-0.049296602606773376
H,0.6234690546989441,0.5385710000991821,2.871884703381511e-07,0.5746230483055115,0.44933637976646423,0.012211441062390804,0.5015695691108704,0.4126840829849243,0.003373104613274336,0.44082698225975037,0.4354817271232605,-0.0097613874822855,0.4066998064517975,0.4822781980037689,-0.025392945855855942,0.4667660593986511,0.37275201082229614,-0.03055252879858017,0.3532780110836029,0.38650861382484436,-0.05264173075556755,0.29414379596710205,0.3965931534767151,-0.06415947526693344,0.24628396332263947,0.4058881998062134,-0.06975916028022766,0.4651773273944855,0.4326659142971039,-0.05068129673600197,0.33988845348358154,0.4348224699497223,-0.07175058871507645,0.26827168464660645,0.43623244762420654,-0.08032000809907913,0.21299324929714203,0.4393337368965149,-0.08532138168811798,0.46966442465782166,0.5022119879722595,-0.06654498726129532,0.36638307571411133,0.5111919641494751,-0.08444525301456451,0.3931155204772949,0.5169248580932617,-0.07070313394069672,0.4245077967643738,0.5174435377120972,-0.055527154356241226,0.47873544692993164,0.5726968050003052,-0.08114845305681229,0.39577817916870117,0.5641620755195618,-0.08837956190109253,0.4166323244571686,0.5615077614784241,-0.06780067086219788,0.44413724541664124,0.560766339302063,-0.04868585988879204
